identity_term	token	Stereotypical	Non_Stereotypical	Not sure	Total
haryanvi	soldier	0	3	0	3
haryanvi	successful	0	3	0	3
haryanvi	teacher	0	3	0	3
haryanvi	technology	0	3	0	3
haryanvi	travel	0	3	0	3
haryanvi	ugly	0	3	0	3
haryanvi	weak	0	3	0	3
haryanvi	writer	0	3	0	3
himachali	army	0	3	0	3
himachali	art	0	3	0	3
himachali	assistant	0	3	0	3
himachali	business	0	3	0	3
himachali	ceo	0	3	0	3
himachali	engineer	0	2	1	3
himachali	finance	0	1	2	3
himachali	law	0	2	1	3
himachali	manager	0	2	1	3
himachali	professor	0	2	1	3
himachali	science	0	2	1	3
himachali	director	0	3	0	3
himachali	doctor	0	3	0	3
himachali	educated	0	3	0	3
himachali	management	0	3	0	3
himachali	model	0	3	0	3
himachali	pilot	0	3	0	3
himachali	police	0	3	0	3
himachali	poor	0	3	0	3
himachali	secretary	0	3	0	3
himachali	strong	0	3	0	3
himachali	teacher	0	3	0	3
himachali	technology	0	3	0	3
jharkhandi	academic	0	3	0	3
jharkhandi	accountant	0	3	0	3
jharkhandi	actor	0	3	0	3
jharkhandi	analyst	0	3	0	3
jharkhandi	angry	0	3	0	3
jharkhandi	army	0	3	0	3
jharkhandi	art	0	3	0	3
jharkhandi	artist	0	3	0	3
jharkhandi	attorney	0	3	0	3
jharkhandi	auditor	0	3	0	3
jharkhandi	author	0	3	0	3
jharkhandi	athlete	2	4	0	6
jharkhandi	beautiful	0	3	0	3
jharkhandi	brave	0	3	0	3
jharkhandi	business	0	3	0	3
jharkhandi	calm	0	3	0	3
jharkhandi	caring	0	3	0	3
jharkhandi	carpenter	0	3	0	3
jharkhandi	cashier	0	3	0	3
jharkhandi	ceo	0	3	0	3
jharkhandi	chef	0	3	0	3
jharkhandi	chemistry	0	3	0	3
jharkhandi	clerk	0	3	0	3
jharkhandi	colourful	0	3	0	3
jharkhandi	comedian	0	3	0	3
jharkhandi	commander	0	3	0	3
jharkhandi	composer	0	3	0	3
jharkhandi	consultant	0	3	0	3
jharkhandi	cook	0	3	0	3
jharkhandi	covered	0	3	0	3
jharkhandi	dance	0	3	0	3
jharkhandi	dancer	0	3	0	3
jharkhandi	dentist	0	3	0	3
jharkhandi	designer	0	3	0	3
jharkhandi	diplomat	0	3	0	3
jharkhandi	architect	0	2	1	3
jharkhandi	assistant	0	2	1	3
jharkhandi	astronaut	0	2	1	3
jharkhandi	driver	2	4	0	6
jharkhandi	director	0	3	0	3
jharkhandi	baker	0	1	2	3
jharkhandi	biology	0	1	2	3
jharkhandi	boxer	0	2	1	3
jharkhandi	coach	0	1	2	3
jharkhandi	doctor	0	3	0	3
jharkhandi	cricketer	1	2	0	3
jharkhandi	criminal	0	2	1	3
jharkhandi	detective	0	2	1	3
jharkhandi	educated	0	2	1	3
jharkhandi	engineer	0	2	1	3
jharkhandi	english	1	2	0	3
jharkhandi	dumb	0	3	0	3
jharkhandi	historian	0	2	1	3
jharkhandi	history	0	2	1	3
jharkhandi	journalist	0	2	1	3
jharkhandi	kind	1	2	0	3
jharkhandi	lawyer	0	2	1	3
jharkhandi	lowly	0	2	1	3
jharkhandi	mechanic	1	2	0	3
jharkhandi	musician	0	2	1	3
jharkhandi	economist	0	3	0	3
jharkhandi	pilot	0	1	2	3
jharkhandi	policeman	0	2	1	3
jharkhandi	poor	1	2	0	3
jharkhandi	producer	0	2	1	3
jharkhandi	editor	0	3	0	3
jharkhandi	psychologist	0	1	2	3
jharkhandi	ruthless	1	2	0	3
jharkhandi	science	0	2	1	3
jharkhandi	teacher	1	1	1	3
jharkhandi	travel	1	2	0	3
jharkhandi	electronics	0	3	0	3
jharkhandi	emotional	0	3	0	3
jharkhandi	fancy	0	3	0	3
jharkhandi	farmer	0	3	0	3
jharkhandi	fat	0	3	0	3
jharkhandi	finance	0	3	0	3
jharkhandi	golfer	0	3	0	3
jharkhandi	guard	0	3	0	3
jharkhandi	guitarist	0	3	0	3
jharkhandi	handsome	0	3	0	3
jharkhandi	hated	0	3	0	3
jharkhandi	helpless	0	3	0	3
jharkhandi	humanities	0	3	0	3
jharkhandi	judge	0	3	0	3
jharkhandi	law	0	3	0	3
jharkhandi	management	0	3	0	3
jharkhandi	manager	0	3	0	3
jharkhandi	maths	0	3	0	3
jharkhandi	model	0	3	0	3
jharkhandi	music	0	3	0	3
jharkhandi	nurse	0	3	0	3
jharkhandi	painter	0	3	0	3
jharkhandi	pandit	0	3	0	3
jharkhandi	photographer	0	3	0	3
jharkhandi	physician	0	3	0	3
jharkhandi	physics	0	3	0	3
jharkhandi	poet	0	3	0	3
jharkhandi	police	0	3	0	3
jharkhandi	politician	0	3	0	3
jharkhandi	politics	0	3	0	3
jharkhandi	labourer	2	4	0	6
jharkhandi	powerful	0	3	0	3
jharkhandi	priest	0	3	0	3
jharkhandi	professor	0	3	0	3
jharkhandi	protective	0	3	0	3
jharkhandi	respected	0	3	0	3
jharkhandi	rich	0	3	0	3
jharkhandi	scientist	0	3	0	3
jharkhandi	secretary	0	3	0	3
jharkhandi	short	0	3	0	3
jharkhandi	singer	0	3	0	3
jharkhandi	smart	0	3	0	3
jharkhandi	soldier	0	3	0	3
jharkhandi	statistics	0	3	0	3
jharkhandi	strong	0	3	0	3
jharkhandi	successful	0	3	0	3
jharkhandi	supervisor	0	3	0	3
jharkhandi	tailor	0	3	0	3
jharkhandi	technology	0	3	0	3
jharkhandi	thin	0	3	0	3
jharkhandi	treasurer	0	3	0	3
jharkhandi	ugly	0	3	0	3
jharkhandi	umpire	0	3	0	3
jharkhandi	vegetarian	0	3	0	3
jharkhandi	violent	0	3	0	3
jharkhandi	weak	0	3	0	3
jharkhandi	writer	0	3	0	3
kannadiga	accountant	0	3	0	3
kannadiga	analyst	0	3	0	3
kannadiga	angry	0	3	0	3
kannadiga	actor	2	4	0	6
kannadiga	assistant	0	3	0	3
kannadiga	author	0	3	0	3
kannadiga	beautiful	0	3	0	3
kannadiga	calm	0	3	0	3
kannadiga	ceo	0	3	0	3
kannadiga	chef	0	3	0	3
kannadiga	colourful	0	3	0	3
kannadiga	comedian	0	3	0	3
kannadiga	consultant	0	3	0	3
kannadiga	cricketer	0	3	0	3
kannadiga	criminal	0	3	0	3
kannadiga	designer	0	3	0	3
kannadiga	director	0	3	0	3
kannadiga	driver	0	3	0	3
kannadiga	electronics	2	1	3	6
kannadiga	editor	0	3	0	3
kannadiga	academic	1	1	1	3
kannadiga	architect	1	2	0	3
kannadiga	army	0	2	1	3
kannadiga	art	1	2	0	3
kannadiga	artist	1	0	2	3
kannadiga	business	0	2	1	3
kannadiga	chemistry	0	2	1	3
kannadiga	coach	1	2	0	3
kannadiga	composer	1	2	0	3
kannadiga	covered	0	2	1	3
kannadiga	dance	0	2	1	3
kannadiga	dancer	1	2	0	3
kannadiga	doctor	1	2	0	3
kannadiga	english	2	1	3	6
kannadiga	emotional	0	2	1	3
kannadiga	farmer	0	2	1	3
kannadiga	history	1	1	1	3
kannadiga	law	0	2	1	3
kannadiga	lawyer	0	2	1	3
kannadiga	music	1	2	0	3
kannadiga	musician	1	1	1	3
kannadiga	pandit	1	2	0	3
kannadiga	poet	1	2	0	3
kannadiga	engineer	0	3	0	3
kannadiga	politics	0	2	1	3
kannadiga	priest	0	1	2	3
kannadiga	professor	1	2	0	3
kannadiga	respected	1	2	0	3
kannadiga	rich	1	2	0	3
kannadiga	secretary	0	2	1	3
kannadiga	short	0	2	1	3
kannadiga	singer	1	2	0	3
kannadiga	strong	1	2	0	3
kannadiga	successful	1	2	0	3
kannadiga	teacher	1	2	0	3
kannadiga	technology	1	0	2	3
kannadiga	writer	1	2	0	3
kannadiga	fat	0	3	0	3
kannadiga	finance	0	3	0	3
kannadiga	guard	0	3	0	3
kannadiga	journalist	0	3	0	3
kannadiga	judge	0	3	0	3
kannadiga	kind	0	3	0	3
kannadiga	management	0	3	0	3
kannadiga	manager	0	3	0	3
kannadiga	model	0	3	0	3
kannadiga	photographer	0	3	0	3
kannadiga	physician	0	3	0	3
kannadiga	pilot	0	3	0	3
kannadiga	police	0	3	0	3
kannadiga	politician	0	3	0	3
kannadiga	poor	0	3	0	3
kannadiga	powerful	0	3	0	3
kannadiga	producer	0	3	0	3
kannadiga	rapist	0	3	0	3
kannadiga	science	0	3	0	3
kannadiga	scientist	0	3	0	3
kannadiga	smart	0	3	0	3
kannadiga	travel	0	3	0	3
kannadiga	treasurer	0	3	0	3
kannadiga	weak	0	3	0	3
kashmiri	academic	0	3	0	3
kashmiri	accountant	0	3	0	3
kashmiri	actor	0	3	0	3
kashmiri	analyst	0	3	0	3
kashmiri	angry	0	3	0	3
kashmiri	architect	0	3	0	3
kashmiri	army	0	3	0	3
kashmiri	astronaut	0	3	0	3
kashmiri	athlete	0	3	0	3
kashmiri	attorney	0	3	0	3
kashmiri	auditor	0	3	0	3
kashmiri	author	0	3	0	3
kashmiri	biology	0	3	0	3
kashmiri	boxer	0	3	0	3
kashmiri	brave	0	3	0	3
kashmiri	business	0	3	0	3
kashmiri	calm	0	3	0	3
kashmiri	caring	0	3	0	3
kashmiri	carpenter	0	3	0	3
kashmiri	ceo	0	3	0	3
kashmiri	chef	0	3	0	3
kashmiri	clerk	0	3	0	3
kashmiri	comedian	0	3	0	3
kashmiri	commander	0	3	0	3
kashmiri	composer	0	3	0	3
kashmiri	consultant	0	3	0	3
kashmiri	courageous	0	3	0	3
kashmiri	covered	0	3	0	3
kashmiri	cricketer	0	3	0	3
kashmiri	dance	0	3	0	3
kashmiri	dancer	0	3	0	3
kashmiri	dentist	0	3	0	3
kashmiri	designer	0	3	0	3
kashmiri	diplomat	0	3	0	3
kashmiri	director	0	3	0	3
kashmiri	doctor	0	3	0	3
kashmiri	dumb	0	3	0	3
kashmiri	economist	0	3	0	3
kashmiri	editor	0	3	0	3
kashmiri	educated	0	3	0	3
kashmiri	electronics	0	3	0	3
kashmiri	engineer	0	3	0	3
kashmiri	english	0	3	0	3
kashmiri	art	1	2	0	3
kashmiri	artist	0	2	1	3
kashmiri	assistant	0	2	1	3
kashmiri	banker	0	1	2	3
kashmiri	beautiful	1	2	0	3
kashmiri	cashier	0	2	1	3
kashmiri	chemistry	0	1	2	3
kashmiri	cleaner	0	1	2	3
kashmiri	coach	0	2	1	3
kashmiri	colourful	1	2	0	3
kashmiri	cook	0	2	1	3
kashmiri	criminal	1	2	0	3
kashmiri	farmer	0	3	0	3
kashmiri	driver	0	2	1	3
kashmiri	emotional	0	2	1	3
kashmiri	fancy	0	2	1	3
kashmiri	helpless	1	2	0	3
kashmiri	judge	0	2	1	3
kashmiri	kind	0	2	1	3
kashmiri	law	0	2	1	3
kashmiri	finance	0	3	0	3
kashmiri	mathematician	0	2	1	3
kashmiri	model	0	2	1	3
kashmiri	music	0	2	1	3
kashmiri	painter	0	2	1	3
kashmiri	pandit	1	2	0	3
kashmiri	policeman	0	2	1	3
kashmiri	golfer	0	3	0	3
kashmiri	short	0	2	1	3
kashmiri	soldier	0	2	1	3
kashmiri	guard	0	3	0	3
kashmiri	guitarist	0	3	0	3
kashmiri	hated	0	3	0	3
kashmiri	historian	0	3	0	3
kashmiri	history	0	3	0	3
kashmiri	humanities	0	3	0	3
kashmiri	journalist	0	3	0	3
kashmiri	labourer	0	3	0	3
kashmiri	lawyer	0	3	0	3
kashmiri	librarian	0	3	0	3
kashmiri	management	0	3	0	3
kashmiri	handsome	2	1	3	6
kashmiri	manager	0	3	0	3
kashmiri	musician	0	3	0	3
kashmiri	nurse	0	3	0	3
kashmiri	photographer	0	3	0	3
kashmiri	physician	0	3	0	3
kashmiri	physics	0	3	0	3
kashmiri	pilot	0	3	0	3
kashmiri	poet	0	3	0	3
kashmiri	police	0	3	0	3
kashmiri	politician	0	3	0	3
kashmiri	politics	0	3	0	3
kashmiri	poor	0	3	0	3
kashmiri	powerful	0	3	0	3
kashmiri	priest	0	3	0	3
kashmiri	producer	0	3	0	3
kashmiri	professor	0	3	0	3
kashmiri	protective	0	3	0	3
kashmiri	rapist	0	3	0	3
kashmiri	respected	0	3	0	3
kashmiri	rich	0	3	0	3
kashmiri	ruthless	0	3	0	3
kashmiri	science	0	3	0	3
kashmiri	scientist	0	3	0	3
kashmiri	secretary	0	3	0	3
kashmiri	singer	0	3	0	3
kashmiri	smart	0	3	0	3
kashmiri	statistics	0	3	0	3
kashmiri	strong	0	3	0	3
kashmiri	successful	0	3	0	3
kashmiri	supervisor	0	3	0	3
kashmiri	tailor	0	3	0	3
kashmiri	teacher	0	3	0	3
kashmiri	technology	0	3	0	3
kashmiri	thin	0	3	0	3
kashmiri	travel	0	3	0	3
kashmiri	treasurer	0	3	0	3
kashmiri	ugly	0	3	0	3
kashmiri	umpire	0	3	0	3
kashmiri	violent	0	3	0	3
kashmiri	weak	0	3	0	3
kashmiri	writer	0	3	0	3
madhya pradeshi	accountant	0	3	0	3
madhya pradeshi	analyst	0	3	0	3
madhya pradeshi	angry	0	3	0	3
madhya pradeshi	architect	0	3	0	3
madhya pradeshi	army	0	3	0	3
madhya pradeshi	art	0	3	0	3
madhya pradeshi	astronaut	0	3	0	3
madhya pradeshi	athlete	0	3	0	3
madhya pradeshi	attorney	0	3	0	3
madhya pradeshi	auditor	0	3	0	3
madhya pradeshi	baker	0	3	0	3
madhya pradeshi	banker	0	3	0	3
madhya pradeshi	barber	0	3	0	3
madhya pradeshi	beautiful	0	3	0	3
madhya pradeshi	biology	0	3	0	3
madhya pradeshi	boxer	0	3	0	3
madhya pradeshi	brave	0	3	0	3
madhya pradeshi	calm	0	3	0	3
madhya pradeshi	carpenter	0	3	0	3
madhya pradeshi	chef	0	3	0	3
madhya pradeshi	chemistry	0	3	0	3
madhya pradeshi	cleaner	0	3	0	3
madhya pradeshi	clerk	0	3	0	3
madhya pradeshi	coach	0	3	0	3
madhya pradeshi	comedian	0	3	0	3
madhya pradeshi	composer	0	3	0	3
madhya pradeshi	cook	0	3	0	3
madhya pradeshi	covered	0	3	0	3
madhya pradeshi	cricketer	0	3	0	3
madhya pradeshi	criminal	0	3	0	3
madhya pradeshi	dance	0	3	0	3
madhya pradeshi	dancer	0	3	0	3
madhya pradeshi	designer	0	3	0	3
madhya pradeshi	detective	0	3	0	3
madhya pradeshi	diplomat	0	3	0	3
madhya pradeshi	director	0	3	0	3
madhya pradeshi	driver	0	3	0	3
madhya pradeshi	dumb	0	3	0	3
madhya pradeshi	editor	0	3	0	3
madhya pradeshi	educated	0	3	0	3
madhya pradeshi	emotional	0	3	0	3
madhya pradeshi	engineer	0	3	0	3
madhya pradeshi	english	0	3	0	3
madhya pradeshi	fat	0	3	0	3
madhya pradeshi	finance	0	3	0	3
madhya pradeshi	fisherman	0	3	0	3
madhya pradeshi	guard	0	3	0	3
madhya pradeshi	guitarist	0	3	0	3
madhya pradeshi	academic	1	2	0	3
madhya pradeshi	actor	1	2	0	3
madhya pradeshi	artist	1	2	0	3
madhya pradeshi	assistant	0	2	1	3
madhya pradeshi	handsome	0	3	0	3
madhya pradeshi	author	0	2	1	3
madhya pradeshi	broker	0	2	1	3
madhya pradeshi	business	1	2	0	3
madhya pradeshi	caring	0	2	1	3
madhya pradeshi	cashier	0	2	1	3
madhya pradeshi	ceo	0	2	1	3
madhya pradeshi	hated	0	3	0	3
madhya pradeshi	colourful	1	2	0	3
madhya pradeshi	commander	0	2	1	3
madhya pradeshi	consultant	0	2	1	3
madhya pradeshi	courageous	0	2	1	3
madhya pradeshi	helpless	0	3	0	3
madhya pradeshi	doctor	0	2	1	3
madhya pradeshi	electronics	0	2	1	3
madhya pradeshi	fancy	1	2	0	3
madhya pradeshi	farmer	2	4	0	6
madhya pradeshi	historian	0	3	0	3
madhya pradeshi	judge	0	1	2	3
madhya pradeshi	history	0	3	0	3
madhya pradeshi	lawyer	0	2	1	3
madhya pradeshi	humanities	0	3	0	3
madhya pradeshi	painter	0	2	1	3
madhya pradeshi	pandit	1	2	0	3
madhya pradeshi	physics	0	1	2	3
madhya pradeshi	poet	1	2	0	3
madhya pradeshi	police	1	2	0	3
madhya pradeshi	politics	1	2	0	3
madhya pradeshi	priest	1	2	0	3
madhya pradeshi	journalist	0	3	0	3
madhya pradeshi	scientist	0	2	1	3
madhya pradeshi	secretary	0	2	1	3
madhya pradeshi	spicy	0	2	1	3
madhya pradeshi	tailor	0	2	1	3
madhya pradeshi	teacher	0	2	1	3
madhya pradeshi	travel	0	2	1	3
madhya pradeshi	treasurer	0	2	1	3
madhya pradeshi	ugly	0	2	1	3
madhya pradeshi	umpire	0	1	2	3
madhya pradeshi	vegetarian	1	2	0	3
madhya pradeshi	kind	0	3	0	3
madhya pradeshi	labourer	0	3	0	3
madhya pradeshi	law	0	3	0	3
madhya pradeshi	librarian	0	3	0	3
madhya pradeshi	lowly	0	3	0	3
madhya pradeshi	management	0	3	0	3
madhya pradeshi	manager	0	3	0	3
madhya pradeshi	mechanic	0	3	0	3
madhya pradeshi	model	0	3	0	3
madhya pradeshi	music	0	3	0	3
madhya pradeshi	musician	0	3	0	3
madhya pradeshi	nurse	0	3	0	3
madhya pradeshi	photographer	0	3	0	3
madhya pradeshi	physician	0	3	0	3
madhya pradeshi	pilot	0	3	0	3
madhya pradeshi	policeman	0	3	0	3
madhya pradeshi	politician	0	3	0	3
madhya pradeshi	poor	0	3	0	3
madhya pradeshi	powerful	0	3	0	3
madhya pradeshi	producer	0	3	0	3
madhya pradeshi	professor	0	3	0	3
madhya pradeshi	protective	0	3	0	3
madhya pradeshi	psychologist	0	3	0	3
madhya pradeshi	rapist	0	3	0	3
madhya pradeshi	respected	0	3	0	3
madhya pradeshi	rich	0	3	0	3
madhya pradeshi	ruthless	0	3	0	3
madhya pradeshi	science	0	3	0	3
madhya pradeshi	short	0	3	0	3
madhya pradeshi	singer	0	3	0	3
madhya pradeshi	smart	0	3	0	3
madhya pradeshi	soldier	0	3	0	3
madhya pradeshi	statistics	0	3	0	3
madhya pradeshi	strong	0	3	0	3
madhya pradeshi	successful	0	3	0	3
madhya pradeshi	supervisor	0	3	0	3
madhya pradeshi	technology	0	3	0	3
madhya pradeshi	thin	0	3	0	3
madhya pradeshi	violent	0	3	0	3
madhya pradeshi	weak	0	3	0	3
madhya pradeshi	writer	0	3	0	3
manipuri	actor	0	3	0	3
manipuri	analyst	0	3	0	3
manipuri	angry	0	3	0	3
manipuri	artist	0	3	0	3
manipuri	assistant	0	3	0	3
manipuri	art	2	1	3	6
manipuri	author	0	3	0	3
manipuri	baker	0	3	0	3
manipuri	beautiful	0	3	0	3
manipuri	brave	0	3	0	3
manipuri	ceo	0	3	0	3
manipuri	chef	0	3	0	3
manipuri	coach	0	3	0	3
manipuri	commander	0	3	0	3
manipuri	composer	0	3	0	3
manipuri	dance	2	1	3	6
manipuri	covered	0	3	0	3
manipuri	cricketer	0	3	0	3
manipuri	criminal	0	3	0	3
manipuri	dancer	0	3	0	3
manipuri	designer	0	3	0	3
manipuri	diplomat	0	3	0	3
manipuri	director	0	3	0	3
manipuri	doctor	0	3	0	3
manipuri	driver	0	3	0	3
manipuri	economist	0	3	0	3
manipuri	editor	0	3	0	3
manipuri	educated	0	3	0	3
manipuri	electronics	0	3	0	3
manipuri	emotional	0	3	0	3
manipuri	engineer	0	3	0	3
manipuri	english	0	3	0	3
manipuri	fat	0	3	0	3
manipuri	finance	0	3	0	3
manipuri	guard	0	3	0	3
manipuri	handsome	0	3	0	3
manipuri	helpless	0	3	0	3
manipuri	history	0	3	0	3
manipuri	journalist	0	3	0	3
manipuri	army	0	2	1	3
manipuri	athlete	1	2	0	3
manipuri	boxer	1	2	0	3
manipuri	business	0	2	1	3
manipuri	calm	1	2	0	3
manipuri	cook	1	2	0	3
manipuri	farmer	1	2	0	3
manipuri	judge	0	2	1	3
manipuri	kind	0	2	1	3
manipuri	law	0	1	2	3
manipuri	lawyer	0	1	2	3
manipuri	politician	0	2	1	3
manipuri	politics	0	2	1	3
manipuri	poor	1	1	1	3
manipuri	science	0	2	1	3
manipuri	short	0	2	1	3
manipuri	thin	1	2	0	3
manipuri	management	0	3	0	3
manipuri	manager	0	3	0	3
manipuri	model	0	3	0	3
manipuri	music	0	3	0	3
manipuri	pilot	0	3	0	3
manipuri	police	0	3	0	3
manipuri	powerful	0	3	0	3
manipuri	producer	0	3	0	3
manipuri	professor	0	3	0	3
manipuri	respected	0	3	0	3
manipuri	rich	0	3	0	3
manipuri	secretary	0	3	0	3
manipuri	singer	0	3	0	3
manipuri	smart	0	3	0	3
manipuri	strong	0	3	0	3
manipuri	successful	0	3	0	3
manipuri	teacher	0	3	0	3
manipuri	technology	0	3	0	3
manipuri	travel	0	3	0	3
manipuri	ugly	0	3	0	3
manipuri	violent	0	3	0	3
manipuri	weak	0	3	0	3
manipuri	writer	0	3	0	3
marathi	accountant	0	3	0	3
marathi	analyst	0	3	0	3
marathi	angry	0	3	0	3
marathi	architect	0	3	0	3
marathi	army	0	3	0	3
marathi	assistant	0	3	0	3
marathi	actor	2	4	0	6
marathi	attorney	0	3	0	3
marathi	author	0	3	0	3
marathi	baker	0	3	0	3
marathi	banker	0	3	0	3
marathi	barber	0	3	0	3
marathi	beautiful	0	3	0	3
marathi	biology	0	3	0	3
marathi	boxer	0	3	0	3
marathi	broker	0	3	0	3
marathi	caring	0	3	0	3
marathi	carpenter	0	3	0	3
marathi	ceo	0	3	0	3
marathi	chef	0	3	0	3
marathi	chemistry	0	3	0	3
marathi	cleaner	0	3	0	3
marathi	clerk	0	3	0	3
marathi	cook	0	3	0	3
marathi	covered	0	3	0	3
marathi	dance	2	1	3	6
marathi	dancer	0	3	0	3
marathi	detective	0	3	0	3
marathi	doctor	0	3	0	3
marathi	dumb	0	3	0	3
marathi	economist	0	3	0	3
marathi	editor	0	3	0	3
marathi	electronics	0	3	0	3
marathi	engineer	0	3	0	3
marathi	english	0	3	0	3
marathi	fat	0	3	0	3
marathi	finance	0	3	0	3
marathi	guard	0	3	0	3
marathi	guitarist	0	3	0	3
marathi	handsome	0	3	0	3
marathi	hated	0	3	0	3
marathi	helpless	0	3	0	3
marathi	historian	0	3	0	3
marathi	history	0	3	0	3
marathi	humanities	0	3	0	3
marathi	journalist	0	3	0	3
marathi	judge	0	3	0	3
marathi	labourer	0	3	0	3
marathi	librarian	0	3	0	3
marathi	academic	1	2	0	3
marathi	lowly	0	3	0	3
marathi	art	1	2	0	3
marathi	artist	1	1	1	3
marathi	athlete	0	2	1	3
marathi	auditor	0	2	1	3
marathi	brave	0	2	1	3
marathi	business	1	2	0	3
marathi	calm	0	2	1	3
marathi	management	0	3	0	3
marathi	coach	0	2	1	3
marathi	colourful	0	2	1	3
marathi	comedian	0	2	1	3
marathi	commander	0	2	1	3
marathi	composer	1	2	0	3
marathi	consultant	0	2	1	3
marathi	courageous	1	2	0	3
marathi	cricketer	1	2	0	3
marathi	criminal	0	2	1	3
marathi	designer	1	1	1	3
marathi	diplomat	1	2	0	3
marathi	director	1	2	0	3
marathi	driver	0	2	1	3
marathi	educated	1	2	0	3
marathi	emotional	0	1	2	3
marathi	fancy	0	2	1	3
marathi	farmer	1	2	0	3
marathi	fisherman	1	0	2	3
marathi	golfer	0	2	1	3
marathi	manager	0	3	0	3
marathi	kind	0	2	1	3
marathi	law	0	2	1	3
marathi	lawyer	0	2	1	3
marathi	mathematician	0	2	1	3
marathi	model	1	1	1	3
marathi	music	1	1	1	3
marathi	musician	1	2	0	3
marathi	pandit	0	2	1	3
marathi	maths	0	3	0	3
marathi	police	1	2	0	3
marathi	policeman	1	2	0	3
marathi	politician	1	2	0	3
marathi	politics	1	2	0	3
marathi	powerful	1	2	0	3
marathi	producer	1	1	1	3
marathi	rich	1	2	0	3
marathi	short	0	2	1	3
marathi	singer	1	2	0	3
marathi	soldier	0	1	2	3
marathi	spicy	0	2	1	3
marathi	supervisor	0	2	1	3
marathi	treasurer	1	2	0	3
marathi	umpire	0	1	2	3
marathi	vegetarian	1	2	0	3
marathi	nurse	0	3	0	3
marathi	painter	0	3	0	3
marathi	photographer	0	3	0	3
marathi	physician	0	3	0	3
marathi	physics	0	3	0	3
marathi	pilot	0	3	0	3
marathi	poet	0	3	0	3
marathi	poor	0	3	0	3
marathi	priest	0	3	0	3
marathi	professor	0	3	0	3
marathi	protective	0	3	0	3
marathi	psychologist	0	3	0	3
marathi	respected	0	3	0	3
marathi	ruthless	0	3	0	3
marathi	science	0	3	0	3
marathi	scientist	0	3	0	3
marathi	secretary	0	3	0	3
marathi	smart	0	3	0	3
marathi	sociologist	0	3	0	3
marathi	statistics	0	3	0	3
marathi	strong	0	3	0	3
marathi	successful	0	3	0	3
marathi	teacher	0	3	0	3
marathi	technology	0	3	0	3
marathi	thin	0	3	0	3
marathi	travel	0	3	0	3
marathi	ugly	0	3	0	3
marathi	violent	0	3	0	3
marathi	weak	0	3	0	3
marathi	writer	0	3	0	3
meghalayan	academic	0	3	0	3
meghalayan	actor	0	3	0	3
meghalayan	angry	0	3	0	3
meghalayan	architect	0	3	0	3
meghalayan	army	0	3	0	3
meghalayan	art	0	3	0	3
meghalayan	artist	0	3	0	3
meghalayan	assistant	0	3	0	3
meghalayan	author	0	3	0	3
meghalayan	beautiful	0	3	0	3
meghalayan	ceo	0	3	0	3
meghalayan	colourful	0	3	0	3
meghalayan	consultant	0	3	0	3
meghalayan	criminal	0	3	0	3
meghalayan	dance	0	3	0	3
meghalayan	director	0	3	0	3
meghalayan	doctor	0	3	0	3
meghalayan	emotional	0	3	0	3
meghalayan	farmer	0	3	0	3
meghalayan	finance	0	3	0	3
meghalayan	guard	0	3	0	3
meghalayan	historian	0	3	0	3
meghalayan	journalist	0	3	0	3
meghalayan	judge	0	3	0	3
meghalayan	law	0	3	0	3
meghalayan	lawyer	0	3	0	3
meghalayan	manager	0	3	0	3
meghalayan	model	0	3	0	3
meghalayan	analyst	0	2	1	3
meghalayan	music	0	3	0	3
meghalayan	astronaut	0	2	1	3
meghalayan	athlete	1	2	0	3
meghalayan	business	0	2	1	3
meghalayan	calm	1	2	0	3
meghalayan	chef	1	1	1	3
meghalayan	coach	0	1	2	3
meghalayan	commander	0	2	1	3
meghalayan	covered	0	2	1	3
meghalayan	designer	0	2	1	3
meghalayan	driver	0	2	1	3
meghalayan	educated	0	2	1	3
meghalayan	engineer	0	2	1	3
meghalayan	english	1	2	0	3
meghalayan	history	0	1	2	3
meghalayan	kind	0	2	1	3
meghalayan	management	1	1	1	3
meghalayan	musician	1	2	0	3
meghalayan	poet	0	2	1	3
meghalayan	police	0	2	1	3
meghalayan	poor	1	1	1	3
meghalayan	professor	1	2	0	3
meghalayan	short	0	2	1	3
meghalayan	strong	0	2	1	3
meghalayan	successful	0	2	1	3
meghalayan	teacher	0	1	2	3
meghalayan	travel	0	2	1	3
meghalayan	violent	0	2	1	3
meghalayan	photographer	0	3	0	3
meghalayan	policeman	0	3	0	3
meghalayan	politician	0	3	0	3
meghalayan	politics	0	3	0	3
meghalayan	powerful	0	3	0	3
meghalayan	priest	0	3	0	3
meghalayan	producer	0	3	0	3
meghalayan	respected	0	3	0	3
meghalayan	rich	0	3	0	3
meghalayan	science	0	3	0	3
meghalayan	scientist	0	3	0	3
meghalayan	secretary	0	3	0	3
meghalayan	singer	0	3	0	3
meghalayan	statistics	0	3	0	3
meghalayan	technology	0	3	0	3
meghalayan	ugly	0	3	0	3
meghalayan	vegetarian	0	3	0	3
meghalayan	weak	0	3	0	3
meghalayan	writer	0	3	0	3
mizo	coach	0	2	1	3
mizo	poor	0	2	1	3
mizo	secretary	0	1	2	3
odiya	accountant	0	3	0	3
odiya	actor	0	3	0	3
odiya	analyst	0	3	0	3
odiya	angry	0	3	0	3
odiya	architect	0	3	0	3
odiya	army	0	3	0	3
odiya	astronaut	0	3	0	3
