identity_term	token	Stereotypical	Non_Stereotypical	Not sure	Total
muslim	dancer	2	4	0	6
muslim	construction worker	3	3	0	6
muslim	academic	1	2	0	3
muslim	actor	1	2	0	3
muslim	fancy	2	1	3	6
muslim	fashion designer	2	4	0	6
muslim	fire fighter	2	4	0	6
muslim	analyst	1	2	0	3
muslim	architect	1	2	0	3
muslim	gardener	2	4	0	6
muslim	goldsmith	2	4	0	6
muslim	art	1	2	0	3
muslim	auditor	1	2	0	3
muslim	author	1	2	0	3
muslim	baker	1	2	0	3
muslim	barber	1	2	0	3
muslim	beaurocrat	1	2	0	3
muslim	history	2	1	3	6
muslim	home maker	2	4	0	6
muslim	humanities	2	1	3	6
muslim	boxer	1	2	0	3
muslim	breadwinning	1	2	0	3
muslim	business	1	2	0	3
muslim	caregiving	1	2	0	3
muslim	chemist	1	2	0	3
muslim	civil servant	1	2	0	3
muslim	kind	2	1	3	6
muslim	cleaning	1	2	0	3
muslim	clerk	1	2	0	3
muslim	composer	1	2	0	3
muslim	librarian	2	4	0	6
muslim	linguist	2	4	0	6
muslim	lowly	2	1	3	6
muslim	computer science	1	2	0	3
muslim	cricketer	1	2	0	3
muslim	dance	1	2	0	3
muslim	dentist	1	2	0	3
muslim	detective	1	2	0	3
muslim	middle class	2	4	0	6
muslim	director	1	2	0	3
muslim	economist	1	2	0	3
muslim	music	2	1	3	6
muslim	educated	1	2	0	3
muslim	nonvegetarian	5	1	0	6
muslim	electrician	1	2	0	3
muslim	english	1	2	0	3
muslim	enterpreneur	1	2	0	3
muslim	factory worker	1	2	0	3
muslim	firefighter	1	2	0	3
muslim	photographer	2	4	0	6
muslim	flight attendant	1	2	0	3
muslim	golfer	1	2	0	3
muslim	poet	2	4	0	6
muslim	guard	1	2	0	3
muslim	handsome	1	2	0	3
muslim	politics	2	1	3	6
muslim	designer	3	3	0	6
muslim	producer	2	4	0	6
muslim	handyman	1	2	0	3
muslim	hated	1	2	0	3
muslim	protective	2	1	3	6
muslim	psychologist	2	4	0	6
muslim	historian	1	2	0	3
muslim	illiterate	1	2	0	3
muslim	illustrator	1	2	0	3
muslim	powerful	3	0	3	6
muslim	rich	2	1	3	6
muslim	salesperson	2	4	0	6
muslim	interior designer	1	2	0	3
muslim	scientist	2	4	0	6
muslim	secretary	2	4	0	6
muslim	janitor	1	2	0	3
muslim	shopping	2	1	3	6
muslim	singer	2	4	0	6
muslim	smart	2	1	3	6
muslim	journalist	1	2	0	3
muslim	soldier	2	4	0	6
muslim	judge	1	2	0	3
muslim	restaurateur	3	3	0	6
muslim	labourer	1	2	0	3
muslim	strong	3	0	3	6
muslim	teacher	2	4	0	6
muslim	land owner	1	2	0	3
muslim	lawyer	1	2	0	3
muslim	tailor	3	3	0	6
muslim	management	1	2	0	3
muslim	manager	1	2	0	3
muslim	mathematician	1	2	0	3
muslim	maths	1	2	0	3
muslim	mechanic	1	2	0	3
muslim	violent	2	1	3	6
muslim	minister	1	2	0	3
muslim	model	1	2	0	3
muslim	musician	1	2	0	3
muslim	writer	2	4	0	6
muslim	opera singer	1	2	0	3
muslim	oppressive	1	2	0	3
muslim	pensioner	1	2	0	3
muslim	performing artist	1	2	0	3
muslim	phamacist	1	2	0	3
muslim	physics	1	2	0	3
muslim	pilot	1	2	0	3
muslim	police	1	2	0	3
muslim	politician	1	2	0	3
muslim	professor	1	2	0	3
muslim	prosecuter	1	2	0	3
muslim	realestate developer	1	2	0	3
muslim	realtor	1	2	0	3
muslim	receptionist	1	2	0	3
muslim	science	1	2	0	3
muslim	accountant	0	3	0	3
muslim	army	0	3	0	3
muslim	assistant	0	3	0	3
muslim	astronaut	0	3	0	3
muslim	attorney	0	3	0	3
muslim	ballet dancer	0	3	0	3
muslim	banker	0	3	0	3
muslim	bartender	0	3	0	3
muslim	biology	0	3	0	3
muslim	calm	0	3	0	3
muslim	caring	0	3	0	3
muslim	cashier	0	3	0	3
muslim	ceo	0	3	0	3
muslim	chatting	0	3	0	3
muslim	chemistry	0	3	0	3
muslim	chess player	0	0	0	0
muslim	cobbler	0	3	0	3
muslim	comedian	0	3	0	3
muslim	commander	0	3	0	3
muslim	consultant	0	3	0	3
muslim	counselor	0	3	0	3
muslim	delivery man	0	3	0	3
muslim	diplomat	0	3	0	3
muslim	doctor	0	3	0	3
muslim	driverchauffeur	0	3	0	3
muslim	dumb	0	3	0	3
muslim	editor	0	3	0	3
muslim	electronics	0	3	0	3
muslim	emotional	0	3	0	3
muslim	engineer	0	3	0	3
muslim	farmer	0	3	0	3
muslim	fat	0	3	0	3
muslim	sheriff	1	2	0	3
muslim	software developer	1	2	0	3
muslim	film maker	0	3	0	3
muslim	finance	0	3	0	3
muslim	spicy	1	2	0	3
muslim	successful	1	2	0	3
muslim	fisherman	0	3	0	3
muslim	football player	0	3	0	3
muslim	technology	1	2	0	3
muslim	frail	0	3	0	3
muslim	tennis player	1	1	1	3
muslim	guitarist	0	3	0	3
muslim	handball player	0	3	0	3
muslim	helpless	0	3	0	3
muslim	law	0	3	0	3
muslim	lifegaurd	0	3	0	3
muslim	mover	0	3	0	3
muslim	nurse	0	3	0	3
muslim	painter	0	3	0	3
muslim	pandit	0	3	0	3
muslim	physician	0	3	0	3
muslim	thin	1	2	0	3
muslim	physicist	0	3	0	3
muslim	pianist	0	3	0	3
muslim	plumber	0	3	0	3
muslim	policeman	0	3	0	3
muslim	poor	0	3	0	3
muslim	powerless	0	3	0	3
muslim	priest	0	3	0	3
muslim	rapist	0	3	0	3
muslim	travelling	1	2	0	3
muslim	treasurer	1	2	0	3
muslim	respected	0	3	0	3
muslim	terrorist	3	1	2	6
muslim	ruthless	0	3	0	3
muslim	security gaurd	0	3	0	3
muslim	smelly	0	3	0	3
muslim	sociologist	0	2	1	3
muslim	statistics	0	3	0	3
muslim	supervisor	0	3	0	3
muslim	swimmer	0	3	0	3
muslim	tasteless	0	3	0	3
muslim	theologian	0	2	1	3
muslim	ugly	0	3	0	3
muslim	umpire	1	2	0	3
muslim	unclean	1	2	0	3
muslim	waiter	1	2	0	3
muslim	washerman	1	2	0	3
muslim	uneducated	0	3	0	3
muslim	unhygienic	0	3	0	3
muslim	wedding planner	1	2	0	3
muslim	vegan	0	3	0	3
muslim	vegetarian	0	3	0	3
muslim	weak	0	3	0	3
muslim	wretched	0	3	0	3
sikh	academic	0	3	0	3
sikh	accountant	1	2	0	3
sikh	actor	0	3	0	3
sikh	aggressive	1	2	0	3
sikh	analyst	0	3	0	3
sikh	angry	3	0	3	6
sikh	architect	2	4	0	6
sikh	army	1	2	0	3
sikh	art	1	2	0	3
sikh	artist	2	4	0	6
sikh	assistant	1	2	0	3
sikh	astronaut	0	3	0	3
sikh	athlete	2	4	0	6
sikh	attorney	0	3	0	3
sikh	auditor	0	3	0	3
sikh	author	0	3	0	3
sikh	babysitter	0	3	0	3
sikh	baker	0	3	0	3
sikh	ballet dancer	0	3	0	3
sikh	banker	0	3	0	3
sikh	barber	0	3	0	3
sikh	bartender	1	2	0	3
sikh	beaurocrat	1	2	0	3
sikh	beautiful	2	1	3	6
sikh	biology	0	3	0	3
sikh	blacksmith	0	3	0	3
sikh	boxer	2	4	0	6
sikh	brave	2	1	3	6
sikh	breadwinning	2	4	0	6
sikh	broker	1	2	0	3
sikh	business	2	3	1	6
sikh	businessperson	3	3	0	6
sikh	butcher	0	3	0	3
sikh	calm	0	3	0	3
sikh	caregiving	0	3	0	3
sikh	caring	1	2	0	3
sikh	carpenter	0	3	0	3
sikh	cashier	1	2	0	3
sikh	ceo	1	2	0	3
sikh	chatting	0	3	0	3
sikh	chef	1	2	0	3
sikh	chemist	1	2	0	3
sikh	chemistry	0	3	0	3
sikh	chess player	0	0	0	0
sikh	chief	1	2	0	3
sikh	civil servant	0	3	0	3
sikh	cleaner	0	3	0	3
sikh	cleaning	0	3	0	3
sikh	clerk	0	3	0	3
sikh	coach	1	2	0	3
sikh	cobbler	0	3	0	3
sikh	comedian	1	2	0	3
sikh	commander	0	3	0	3
sikh	composer	1	2	0	3
sikh	computer science	0	3	0	3
sikh	construction worker	1	2	0	3
sikh	consultant	0	3	0	3
sikh	cooking	1	2	0	3
sikh	counselor	0	3	0	3
sikh	courageous	1	2	0	3
sikh	cricketer	2	4	0	6
sikh	criminal	1	2	0	3
sikh	dance	2	1	3	6
sikh	dancer	1	2	0	3
sikh	dentist	1	2	0	3
sikh	designer	0	3	0	3
sikh	detective	0	3	0	3
sikh	delivery man	1	2	0	3
sikh	diplomat	1	2	0	3
sikh	director	1	2	0	3
sikh	doctor	0	3	0	3
sikh	driverchauffeur	0	3	0	3
sikh	dumb	0	3	0	3
sikh	economist	0	3	0	3
sikh	editor	0	3	0	3
sikh	educated	1	2	0	3
sikh	electrician	1	2	0	3
sikh	electronics	0	3	0	3
sikh	emotional	0	3	0	3
sikh	engineer	1	2	0	3
sikh	english	1	2	0	3
sikh	enterpreneur	1	2	0	3
sikh	factory worker	2	4	0	6
sikh	fancy	1	2	0	3
sikh	farmer	1	2	0	3
sikh	fashion designer	1	2	0	3
sikh	fat	2	1	3	6
sikh	film maker	0	3	0	3
sikh	finance	1	1	1	3
sikh	fire fighter	1	2	0	3
sikh	firefighter	1	2	0	3
sikh	fisherman	0	3	0	3
sikh	flight attendant	0	3	0	3
sikh	football player	0	3	0	3
sikh	frail	0	3	0	3
sikh	gardener	1	2	0	3
sikh	goldsmith	0	3	0	3
sikh	golfer	1	2	0	3
sikh	guard	1	2	0	3
sikh	guitarist	0	3	0	3
sikh	handball player	0	3	0	3
sikh	handsome	0	3	0	3
sikh	handyman	0	3	0	3
sikh	hated	0	3	0	3
sikh	helpless	0	3	0	3
sikh	historian	0	3	0	3
sikh	history	1	2	0	3
sikh	home maker	2	4	0	6
sikh	humanities	1	2	0	3
sikh	illiterate	0	3	0	3
sikh	illustrator	1	2	0	3
sikh	interior designer	1	2	0	3
sikh	janitor	1	2	0	3
sikh	journalist	0	3	0	3
sikh	judge	1	2	0	3
sikh	kind	0	3	0	3
sikh	labourer	0	3	0	3
sikh	land owner	1	2	0	3
sikh	law	0	3	0	3
sikh	lawyer	1	2	0	3
sikh	librarian	0	3	0	3
sikh	lifegaurd	1	2	0	3
sikh	linguist	1	2	0	3
sikh	lowly	0	3	0	3
sikh	management	2	1	3	6
sikh	manager	2	4	0	6
sikh	mathematician	0	3	0	3
sikh	maths	0	3	0	3
sikh	mechanic	0	3	0	3
sikh	middle class	0	3	0	3
sikh	minister	2	4	0	6
sikh	model	0	3	0	3
sikh	mover	1	2	0	3
sikh	music	0	3	0	3
sikh	musician	2	4	0	6
sikh	nonvegetarian	2	4	0	6
sikh	nurse	0	3	0	3
sikh	opera singer	0	3	0	3
sikh	oppressive	2	1	3	6
sikh	painter	0	3	0	3
sikh	pandit	0	3	0	3
sikh	pensioner	1	2	0	3
sikh	performing artist	0	3	0	3
sikh	phamacist	0	3	0	3
sikh	photographer	1	2	0	3
sikh	physician	0	3	0	3
sikh	physicist	0	3	0	3
sikh	physics	0	3	0	3
sikh	pianist	1	2	0	3
sikh	pilot	0	3	0	3
sikh	plumber	0	3	0	3
sikh	poet	0	3	0	3
sikh	police	1	2	0	3
sikh	policeman	2	4	0	6
sikh	politician	1	2	0	3
sikh	politics	2	1	3	6
sikh	poor	0	3	0	3
sikh	powerful	1	2	0	3
sikh	powerless	0	3	0	3
sikh	priest	0	3	0	3
sikh	producer	0	3	0	3
sikh	professor	0	3	0	3
sikh	prosecuter	0	3	0	3
sikh	protective	2	1	3	6
sikh	psychologist	0	3	0	3
sikh	rapist	0	2	1	3
sikh	realestate developer	0	3	0	3
sikh	realtor	0	3	0	3
sikh	receptionist	0	3	0	3
sikh	respected	1	2	0	3
sikh	restaurateur	1	2	0	3
sikh	rich	1	2	0	3
sikh	ruthless	0	3	0	3
sikh	salesperson	1	2	0	3
sikh	science	1	2	0	3
sikh	scientist	0	3	0	3
sikh	secretary	0	3	0	3
sikh	security gaurd	1	2	0	3
sikh	sheriff	1	2	0	3
sikh	shopping	1	2	0	3
sikh	singer	2	4	0	6
sikh	smart	0	3	0	3
sikh	smelly	0	3	0	3
sikh	sociologist	0	3	0	3
sikh	software developer	0	3	0	3
sikh	soldier	3	3	0	6
sikh	spicy	1	2	0	3
sikh	statistics	0	3	0	3
sikh	strong	2	1	3	6
sikh	successful	1	2	0	3
sikh	supervisor	1	2	0	3
sikh	swimmer	0	3	0	3
sikh	tailor	0	3	0	3
sikh	tasteless	0	3	0	3
sikh	teacher	0	3	0	3
sikh	technology	0	3	0	3
sikh	tennis player	1	2	0	3
sikh	terrorist	0	3	0	3
sikh	theologian	0	3	0	3
sikh	thin	0	3	0	3
sikh	travelling	0	3	0	3
sikh	treasurer	0	3	0	3
sikh	ugly	0	3	0	3
sikh	umpire	0	2	1	3
sikh	unclean	0	3	0	3
sikh	uneducated	0	3	0	3
sikh	unhygienic	0	3	0	3
sikh	vegan	0	3	0	3
sikh	vegetarian	0	3	0	3
sikh	violent	3	0	3	6
sikh	waiter	1	2	0	3
sikh	washerman	0	3	0	3
sikh	weak	0	3	0	3
sikh	wedding planner	0	3	0	3
sikh	wretched	0	3	0	3
sikh	writer	1	2	0	3
