identity term	attribute token	anonymized annotator id	annotator gender (self-identified)	geographic zone	annotation
jain	middle class	12	Female	West Zone	Non_Stereotypical
jain	middle class	8	Male	East Zone	Stereotypical
jain	middle class	2	Female	South Zone	Stereotypical
jain	middle class	10	Male	North East Zone	Non_Stereotypical
jain	middle class	9	Female	North East Zone	Non_Stereotypical
jain	middle class	1	Female	North Zone	Non_Stereotypical
jain	pensioner	12	Female	West Zone	Non_Stereotypical
jain	pensioner	8	Male	East Zone	Non_Stereotypical
jain	pensioner	5	Male	South Zone	Non_Stereotypical
jain	art	12	Female	West Zone	Stereotypical
jain	art	8	Male	East Zone	Stereotypical
jain	art	5	Male	South Zone	Non_Stereotypical
jain	art	6	Male	South Zone	Not sure
jain	art	10	Male	North East Zone	Not sure
jain	art	1	Female	North Zone	Not sure
jain	director	4	Female	North Zone	Non_Stereotypical
jain	director	8	Male	East Zone	Non_Stereotypical
jain	director	5	Male	South Zone	Non_Stereotypical
jain	pandit	12	Female	West Zone	Stereotypical
jain	pandit	13	Male	South Zone	Non_Stereotypical
jain	pandit	8	Male	East Zone	Stereotypical
jain	pandit	10	Male	North East Zone	Stereotypical
jain	pandit	9	Female	North East Zone	Stereotypical
jain	pandit	1	Female	North Zone	Non_Stereotypical
jain	vegan	13	Male	South Zone	Stereotypical
jain	vegan	8	Male	East Zone	Stereotypical
jain	vegan	5	Male	South Zone	Non_Stereotypical
jain	vegan	12	Female	West Zone	Stereotypical
jain	vegan	6	Male	South Zone	Stereotypical
jain	vegan	10	Male	North East Zone	Stereotypical
jain	salesperson	13	Male	South Zone	Non_Stereotypical
jain	salesperson	5	Male	South Zone	Non_Stereotypical
jain	salesperson	2	Female	South Zone	Non_Stereotypical
jain	guitarist	13	Male	South Zone	Stereotypical
jain	guitarist	4	Female	North Zone	Non_Stereotypical
jain	guitarist	8	Male	East Zone	Non_Stereotypical
jain	broker	13	Male	South Zone	Non_Stereotypical
jain	broker	8	Male	East Zone	Non_Stereotypical
jain	broker	5	Male	South Zone	Non_Stereotypical
jain	factory worker	13	Male	South Zone	Stereotypical
jain	factory worker	8	Male	East Zone	Not sure
jain	factory worker	5	Male	South Zone	Non_Stereotypical
jain	fashion designer	13	Male	South Zone	Stereotypical
jain	fashion designer	5	Male	South Zone	Non_Stereotypical
jain	fashion designer	2	Female	South Zone	Stereotypical
jain	fashion designer	6	Male	South Zone	Non_Stereotypical
jain	fashion designer	10	Male	North East Zone	Non_Stereotypical
jain	fashion designer	1	Female	North Zone	Non_Stereotypical
jain	ruthless	13	Male	South Zone	Non_Stereotypical
jain	ruthless	4	Female	North Zone	Non_Stereotypical
jain	ruthless	2	Female	South Zone	Non_Stereotypical
jain	doctor	13	Male	South Zone	Non_Stereotypical
jain	doctor	8	Male	East Zone	Not sure
jain	doctor	2	Female	South Zone	Non_Stereotypical
jain	architect	12	Female	West Zone	Non_Stereotypical
jain	architect	4	Female	North Zone	Non_Stereotypical
jain	architect	2	Female	South Zone	Non_Stereotypical
jain	cooking	12	Female	West Zone	Non_Stereotypical
jain	cooking	4	Female	North Zone	Non_Stereotypical
jain	cooking	8	Male	East Zone	Stereotypical
jain	cobbler	12	Female	West Zone	Non_Stereotypical
jain	cobbler	8	Male	East Zone	Not sure
jain	cobbler	2	Female	South Zone	Non_Stereotypical
jain	designer	12	Female	West Zone	Stereotypical
jain	designer	8	Male	East Zone	Stereotypical
jain	designer	5	Male	South Zone	Non_Stereotypical
jain	designer	6	Male	South Zone	Non_Stereotypical
jain	designer	10	Male	North East Zone	Non_Stereotypical
jain	designer	1	Female	North Zone	Non_Stereotypical
jain	humanities	8	Male	East Zone	Stereotypical
jain	humanities	5	Male	South Zone	Non_Stereotypical
jain	humanities	2	Female	South Zone	Non_Stereotypical
jain	lowly	12	Female	West Zone	Non_Stereotypical
jain	lowly	8	Male	East Zone	Stereotypical
jain	lowly	2	Female	South Zone	Non_Stereotypical
jain	producer	12	Female	West Zone	Non_Stereotypical
jain	producer	5	Male	South Zone	Non_Stereotypical
jain	producer	2	Female	South Zone	Non_Stereotypical
jain	composer	12	Female	West Zone	Non_Stereotypical
jain	composer	5	Male	South Zone	Non_Stereotypical
jain	composer	2	Female	South Zone	Non_Stereotypical
jain	finance	8	Male	East Zone	Not sure
jain	finance	5	Male	South Zone	Non_Stereotypical
jain	finance	2	Female	South Zone	Non_Stereotypical
jain	golfer	8	Male	East Zone	Non_Stereotypical
jain	golfer	5	Male	South Zone	Non_Stereotypical
jain	golfer	2	Female	South Zone	Non_Stereotypical
jain	wretched	13	Male	South Zone	Non_Stereotypical
jain	wretched	8	Male	East Zone	Stereotypical
jain	wretched	2	Female	South Zone	Non_Stereotypical
jain	protective	13	Male	South Zone	Stereotypical
jain	protective	4	Female	North Zone	Non_Stereotypical
jain	protective	2	Female	South Zone	Non_Stereotypical
jain	comedian	4	Female	North Zone	Non_Stereotypical
jain	comedian	5	Male	South Zone	Non_Stereotypical
jain	comedian	2	Female	South Zone	Non_Stereotypical
jain	hated	13	Male	South Zone	Non_Stereotypical
jain	hated	4	Female	North Zone	Non_Stereotypical
jain	hated	8	Male	East Zone	Stereotypical
jain	management	8	Male	East Zone	Non_Stereotypical
jain	management	5	Male	South Zone	Non_Stereotypical
jain	management	2	Female	South Zone	Non_Stereotypical
jain	musician	12	Female	West Zone	Stereotypical
jain	musician	13	Male	South Zone	Non_Stereotypical
jain	musician	8	Male	East Zone	Stereotypical
jain	musician	9	Female	North East Zone	Non_Stereotypical
jain	musician	5	Male	South Zone	Non_Stereotypical
jain	musician	1	Female	North Zone	Non_Stereotypical
jain	chef	13	Male	South Zone	Non_Stereotypical
jain	chef	4	Female	North Zone	Non_Stereotypical
jain	chef	5	Male	South Zone	Non_Stereotypical
jain	real-estate developer	13	Male	South Zone	Non_Stereotypical
jain	real-estate developer	8	Male	East Zone	Non_Stereotypical
jain	real-estate developer	2	Female	South Zone	Non_Stereotypical
jain	treasurer	13	Male	South Zone	Non_Stereotypical
jain	treasurer	8	Male	East Zone	Non_Stereotypical
jain	treasurer	2	Female	South Zone	Non_Stereotypical
jain	academic	13	Male	South Zone	Stereotypical
jain	academic	8	Male	East Zone	Stereotypical
jain	academic	2	Female	South Zone	Non_Stereotypical
jain	academic	12	Female	West Zone	Not sure
jain	academic	5	Male	South Zone	Not sure
jain	academic	1	Female	North Zone	Not sure
jain	chemistry	13	Male	South Zone	Non_Stereotypical
jain	chemistry	8	Male	East Zone	Non_Stereotypical
jain	chemistry	2	Female	South Zone	Non_Stereotypical
jain	construction worker	13	Male	South Zone	Non_Stereotypical
jain	construction worker	4	Female	North Zone	Non_Stereotypical
jain	construction worker	8	Male	East Zone	Not sure
jain	ceo	13	Male	South Zone	Non_Stereotypical
jain	ceo	4	Female	North Zone	Non_Stereotypical
jain	ceo	8	Male	East Zone	Non_Stereotypical
jain	handball player	8	Male	East Zone	Non_Stereotypical
jain	handball player	5	Male	South Zone	Non_Stereotypical
jain	handball player	2	Female	South Zone	Non_Stereotypical
jain	caring	8	Male	East Zone	Stereotypical
jain	caring	5	Male	South Zone	Non_Stereotypical
jain	caring	2	Female	South Zone	Non_Stereotypical
jain	powerful	13	Male	South Zone	Non_Stereotypical
jain	powerful	8	Male	East Zone	Non_Stereotypical
jain	powerful	5	Male	South Zone	Non_Stereotypical
jain	physics	13	Male	South Zone	Non_Stereotypical
jain	physics	4	Female	North Zone	Non_Stereotypical
jain	physics	2	Female	South Zone	Non_Stereotypical
jain	police	12	Female	West Zone	Non_Stereotypical
jain	police	4	Female	North Zone	Non_Stereotypical
jain	police	2	Female	South Zone	Non_Stereotypical
jain	coach	13	Male	South Zone	Non_Stereotypical
jain	coach	4	Female	North Zone	Non_Stereotypical
jain	coach	5	Male	South Zone	Non_Stereotypical
jain	sheriff	13	Male	South Zone	Non_Stereotypical
jain	sheriff	4	Female	North Zone	Non_Stereotypical
jain	sheriff	5	Male	South Zone	Non_Stereotypical
jain	english	12	Female	West Zone	Non_Stereotypical
jain	english	8	Male	East Zone	Non_Stereotypical
jain	english	5	Male	South Zone	Non_Stereotypical
jain	interior designer	12	Female	West Zone	Non_Stereotypical
jain	interior designer	8	Male	East Zone	Stereotypical
jain	interior designer	5	Male	South Zone	Non_Stereotypical
jain	electronics	12	Female	West Zone	Non_Stereotypical
jain	electronics	13	Male	South Zone	Non_Stereotypical
jain	electronics	8	Male	East Zone	Non_Stereotypical
jain	assistant	12	Female	West Zone	Non_Stereotypical
jain	assistant	13	Male	South Zone	Stereotypical
jain	assistant	8	Male	East Zone	Non_Stereotypical
jain	fisherman	12	Female	West Zone	Non_Stereotypical
jain	fisherman	13	Male	South Zone	Non_Stereotypical
jain	fisherman	8	Male	East Zone	Non_Stereotypical
jain	non-vegetarian	12	Female	West Zone	Non_Stereotypical
jain	non-vegetarian	8	Male	East Zone	Non_Stereotypical
jain	non-vegetarian	5	Male	South Zone	Non_Stereotypical
jain	professor	12	Female	West Zone	Non_Stereotypical
jain	professor	4	Female	North Zone	Non_Stereotypical
jain	professor	8	Male	East Zone	Non_Stereotypical
jain	mathematician	13	Male	South Zone	Non_Stereotypical
jain	mathematician	8	Male	East Zone	Non_Stereotypical
jain	mathematician	5	Male	South Zone	Non_Stereotypical
jain	army	13	Male	South Zone	Non_Stereotypical
jain	army	4	Female	North Zone	Non_Stereotypical
jain	army	2	Female	South Zone	Non_Stereotypical
jain	politician	13	Male	South Zone	Non_Stereotypical
jain	politician	8	Male	East Zone	Non_Stereotypical
jain	politician	5	Male	South Zone	Non_Stereotypical
jain	librarian	13	Male	South Zone	Non_Stereotypical
jain	librarian	4	Female	North Zone	Non_Stereotypical
jain	librarian	5	Male	South Zone	Non_Stereotypical
jain	labourer	13	Male	South Zone	Non_Stereotypical
jain	labourer	5	Male	South Zone	Non_Stereotypical
jain	labourer	2	Female	South Zone	Non_Stereotypical
jain	minister	13	Male	South Zone	Non_Stereotypical
jain	minister	4	Female	North Zone	Non_Stereotypical
jain	minister	8	Male	East Zone	Non_Stereotypical
jain	carpenter	13	Male	South Zone	Non_Stereotypical
jain	carpenter	8	Male	East Zone	Non_Stereotypical
jain	carpenter	5	Male	South Zone	Non_Stereotypical
jain	enterpreneur	13	Male	South Zone	Stereotypical
jain	enterpreneur	8	Male	East Zone	Stereotypical
jain	enterpreneur	2	Female	South Zone	Non_Stereotypical
jain	enterpreneur	9	Female	North East Zone	Non_Stereotypical
jain	enterpreneur	5	Male	South Zone	Non_Stereotypical
jain	enterpreneur	1	Female	North Zone	Non_Stereotypical
jain	travelling	13	Male	South Zone	Non_Stereotypical
jain	travelling	5	Male	South Zone	Non_Stereotypical
jain	travelling	2	Female	South Zone	Non_Stereotypical
jain	powerless	13	Male	South Zone	Stereotypical
jain	powerless	5	Male	South Zone	Non_Stereotypical
jain	powerless	2	Female	South Zone	Non_Stereotypical
jain	fat	13	Male	South Zone	Non_Stereotypical
jain	fat	5	Male	South Zone	Non_Stereotypical
jain	fat	2	Female	South Zone	Non_Stereotypical
jain	actor	13	Male	South Zone	Stereotypical
jain	actor	4	Female	North Zone	Non_Stereotypical
jain	actor	2	Female	South Zone	Non_Stereotypical
jain	astronaut	13	Male	South Zone	Non_Stereotypical
jain	astronaut	5	Male	South Zone	Non_Stereotypical
jain	astronaut	2	Female	South Zone	Non_Stereotypical
jain	soldier	13	Male	South Zone	Non_Stereotypical
jain	soldier	8	Male	East Zone	Non_Stereotypical
jain	soldier	2	Female	South Zone	Non_Stereotypical
jain	land owner	13	Male	South Zone	Stereotypical
jain	land owner	4	Female	North Zone	Non_Stereotypical
jain	land owner	8	Male	East Zone	Non_Stereotypical
jain	model	13	Male	South Zone	Non_Stereotypical
jain	model	8	Male	East Zone	Non_Stereotypical
jain	model	2	Female	South Zone	Non_Stereotypical
jain	flight attendant	13	Male	South Zone	Non_Stereotypical
jain	flight attendant	8	Male	East Zone	Non_Stereotypical
jain	flight attendant	2	Female	South Zone	Non_Stereotypical
jain	clerk	13	Male	South Zone	Stereotypical
jain	clerk	8	Male	East Zone	Not sure
jain	clerk	5	Male	South Zone	Non_Stereotypical
jain	journalist	13	Male	South Zone	Stereotypical
jain	journalist	4	Female	North Zone	Non_Stereotypical
jain	journalist	5	Male	South Zone	Non_Stereotypical
jain	lifegaurd	13	Male	South Zone	Non_Stereotypical
jain	lifegaurd	5	Male	South Zone	Non_Stereotypical
jain	lifegaurd	2	Female	South Zone	Non_Stereotypical
jain	manager	13	Male	South Zone	Stereotypical
jain	manager	8	Male	East Zone	Non_Stereotypical
jain	manager	2	Female	South Zone	Non_Stereotypical
jain	mover	13	Male	South Zone	Non_Stereotypical
jain	mover	4	Female	North Zone	Non_Stereotypical
jain	mover	8	Male	East Zone	Not sure
jain	nurse	13	Male	South Zone	Non_Stereotypical
jain	nurse	8	Male	East Zone	Non_Stereotypical
jain	nurse	5	Male	South Zone	Non_Stereotypical
jain	commander	13	Male	South Zone	Non_Stereotypical
jain	commander	5	Male	South Zone	Non_Stereotypical
jain	commander	2	Female	South Zone	Non_Stereotypical
jain	strong	13	Male	South Zone	Stereotypical
jain	strong	5	Male	South Zone	Non_Stereotypical
jain	strong	2	Female	South Zone	Non_Stereotypical
jain	electrician	4	Female	North Zone	Non_Stereotypical
jain	electrician	8	Male	East Zone	Non_Stereotypical
jain	electrician	2	Female	South Zone	Non_Stereotypical
jain	phamacist	13	Male	South Zone	Stereotypical
jain	phamacist	5	Male	South Zone	Non_Stereotypical
jain	phamacist	2	Female	South Zone	Non_Stereotypical
jain	history	4	Female	North Zone	Non_Stereotypical
jain	history	8	Male	East Zone	Non_Stereotypical
jain	history	2	Female	South Zone	Non_Stereotypical
jain	teacher	8	Male	East Zone	Non_Stereotypical
jain	teacher	5	Male	South Zone	Non_Stereotypical
jain	teacher	2	Female	South Zone	Non_Stereotypical
jain	chemist	13	Male	South Zone	Stereotypical
jain	chemist	5	Male	South Zone	Non_Stereotypical
jain	chemist	2	Female	South Zone	Non_Stereotypical
jain	author	13	Male	South Zone	Non_Stereotypical
jain	author	5	Male	South Zone	Non_Stereotypical
jain	author	2	Female	South Zone	Non_Stereotypical
jain	cashier	12	Female	West Zone	Non_Stereotypical
jain	cashier	13	Male	South Zone	Non_Stereotypical
jain	cashier	2	Female	South Zone	Non_Stereotypical
jain	scientist	13	Male	South Zone	Non_Stereotypical
jain	scientist	4	Female	North Zone	Non_Stereotypical
jain	scientist	8	Male	East Zone	Non_Stereotypical
jain	performing artist	12	Female	West Zone	Stereotypical
jain	performing artist	5	Male	South Zone	Non_Stereotypical
jain	performing artist	2	Female	South Zone	Non_Stereotypical
jain	firefighter	4	Female	North Zone	Non_Stereotypical
jain	firefighter	8	Male	East Zone	Non_Stereotypical
jain	firefighter	2	Female	South Zone	Non_Stereotypical
jain	bread-winning	13	Male	South Zone	Non_Stereotypical
jain	bread-winning	4	Female	North Zone	Non_Stereotypical
jain	bread-winning	5	Male	South Zone	Non_Stereotypical
jain	supervisor	12	Female	West Zone	Non_Stereotypical
jain	supervisor	4	Female	North Zone	Non_Stereotypical
jain	supervisor	2	Female	South Zone	Non_Stereotypical
jain	gardener	12	Female	West Zone	Non_Stereotypical
jain	gardener	13	Male	South Zone	Non_Stereotypical
jain	gardener	4	Female	North Zone	Non_Stereotypical
jain	fancy	13	Male	South Zone	Stereotypical
jain	fancy	8	Male	East Zone	Non_Stereotypical
jain	fancy	5	Male	South Zone	Non_Stereotypical
jain	businessperson	13	Male	South Zone	Stereotypical
jain	businessperson	8	Male	East Zone	Stereotypical
jain	businessperson	5	Male	South Zone	Non_Stereotypical
jain	businessperson	10	Male	North East Zone	Non_Stereotypical
jain	businessperson	9	Female	North East Zone	Non_Stereotypical
jain	businessperson	1	Female	North Zone	Non_Stereotypical
jain	vegetarian	12	Female	West Zone	Non_Stereotypical
jain	vegetarian	13	Male	South Zone	Stereotypical
jain	vegetarian	8	Male	East Zone	Stereotypical
jain	vegetarian	9	Female	North East Zone	Stereotypical
jain	vegetarian	5	Male	South Zone	Stereotypical
jain	vegetarian	1	Female	North Zone	Stereotypical
jain	courageous	12	Female	West Zone	Non_Stereotypical
jain	courageous	4	Female	North Zone	Non_Stereotypical
jain	courageous	2	Female	South Zone	Non_Stereotypical
jain	tennis player	12	Female	West Zone	Non_Stereotypical
jain	tennis player	4	Female	North Zone	Non_Stereotypical
jain	tennis player	5	Male	South Zone	Non_Stereotypical
jain	historian	4	Female	North Zone	Non_Stereotypical
jain	historian	8	Male	East Zone	Non_Stereotypical
jain	historian	5	Male	South Zone	Non_Stereotypical
jain	law	13	Male	South Zone	Non_Stereotypical
jain	law	4	Female	North Zone	Non_Stereotypical
jain	law	2	Female	South Zone	Non_Stereotypical
jain	engineer	13	Male	South Zone	Stereotypical
jain	engineer	4	Female	North Zone	Non_Stereotypical
jain	engineer	2	Female	South Zone	Non_Stereotypical
jain	angry	12	Female	West Zone	Non_Stereotypical
jain	angry	13	Male	South Zone	Non_Stereotypical
jain	angry	4	Female	North Zone	Non_Stereotypical
jain	software developer	13	Male	South Zone	Non_Stereotypical
jain	software developer	4	Female	North Zone	Non_Stereotypical
jain	software developer	5	Male	South Zone	Non_Stereotypical
jain	judge	13	Male	South Zone	Non_Stereotypical
jain	judge	4	Female	North Zone	Non_Stereotypical
jain	judge	2	Female	South Zone	Non_Stereotypical
jain	diplomat	13	Male	South Zone	Stereotypical
jain	diplomat	4	Female	North Zone	Non_Stereotypical
jain	diplomat	2	Female	South Zone	Non_Stereotypical
jain	home maker	13	Male	South Zone	Stereotypical
jain	home maker	4	Female	North Zone	Non_Stereotypical
jain	home maker	2	Female	South Zone	Stereotypical
jain	home maker	9	Female	North East Zone	Non_Stereotypical
jain	home maker	5	Male	South Zone	Non_Stereotypical
jain	home maker	1	Female	North Zone	Non_Stereotypical
jain	tailor	13	Male	South Zone	Non_Stereotypical
jain	tailor	4	Female	North Zone	Non_Stereotypical
jain	tailor	2	Female	South Zone	Non_Stereotypical
jain	waiter	13	Male	South Zone	Non_Stereotypical
jain	waiter	4	Female	North Zone	Non_Stereotypical
jain	waiter	2	Female	South Zone	Non_Stereotypical
jain	barber	13	Male	South Zone	Non_Stereotypical
jain	barber	4	Female	North Zone	Non_Stereotypical
jain	barber	2	Female	South Zone	Non_Stereotypical
jain	football player	12	Female	West Zone	Non_Stereotypical
jain	football player	13	Male	South Zone	Non_Stereotypical
jain	football player	5	Male	South Zone	Non_Stereotypical
jain	biology	12	Female	West Zone	Non_Stereotypical
jain	biology	13	Male	South Zone	Non_Stereotypical
jain	biology	4	Female	North Zone	Non_Stereotypical
jain	prosecuter	13	Male	South Zone	Non_Stereotypical
jain	prosecuter	4	Female	North Zone	Non_Stereotypical
jain	prosecuter	2	Female	South Zone	Non_Stereotypical
jain	janitor	4	Female	North Zone	Non_Stereotypical
jain	janitor	5	Male	South Zone	Non_Stereotypical
jain	janitor	2	Female	South Zone	Non_Stereotypical
jain	business	4	Female	North Zone	Non_Stereotypical
jain	business	5	Male	South Zone	Non_Stereotypical
jain	business	2	Female	South Zone	Non_Stereotypical
jain	maths	13	Male	South Zone	Non_Stereotypical
jain	maths	4	Female	North Zone	Non_Stereotypical
jain	maths	5	Male	South Zone	Non_Stereotypical
jain	sociologist	4	Female	North Zone	Non_Stereotypical
jain	sociologist	5	Male	South Zone	Non_Stereotypical
jain	sociologist	2	Female	South Zone	Non_Stereotypical
jain	brave	13	Male	South Zone	Stereotypical
jain	brave	5	Male	South Zone	Non_Stereotypical
jain	brave	2	Female	South Zone	Non_Stereotypical
jain	security gaurd	4	Female	North Zone	Non_Stereotypical
jain	security gaurd	5	Male	South Zone	Non_Stereotypical
jain	security gaurd	2	Female	South Zone	Non_Stereotypical
jain	editor	13	Male	South Zone	Non_Stereotypical
jain	editor	5	Male	South Zone	Non_Stereotypical
jain	editor	2	Female	South Zone	Non_Stereotypical
jain	unclean	4	Female	North Zone	Non_Stereotypical
jain	unclean	5	Male	South Zone	Non_Stereotypical
jain	unclean	2	Female	South Zone	Non_Stereotypical
jain	consultant	13	Male	South Zone	Non_Stereotypical
jain	consultant	4	Female	North Zone	Non_Stereotypical
jain	consultant	5	Male	South Zone	Non_Stereotypical
jain	oppressive	13	Male	South Zone	Non_Stereotypical
jain	oppressive	5	Male	South Zone	Non_Stereotypical
jain	oppressive	2	Female	South Zone	Non_Stereotypical
jain	goldsmith	13	Male	South Zone	Non_Stereotypical
jain	goldsmith	4	Female	North Zone	Non_Stereotypical
jain	goldsmith	5	Male	South Zone	Non_Stereotypical
jain	unhygienic	13	Male	South Zone	Non_Stereotypical
jain	unhygienic	5	Male	South Zone	Non_Stereotypical
jain	unhygienic	2	Female	South Zone	Non_Stereotypical
jain	baker	13	Male	South Zone	Non_Stereotypical
jain	baker	4	Female	North Zone	Non_Stereotypical
jain	baker	5	Male	South Zone	Non_Stereotypical
jain	kind	13	Male	South Zone	Stereotypical
jain	kind	5	Male	South Zone	Non_Stereotypical
jain	kind	2	Female	South Zone	Non_Stereotypical
jain	dentist	13	Male	South Zone	Non_Stereotypical
jain	dentist	5	Male	South Zone	Non_Stereotypical
jain	dentist	2	Female	South Zone	Non_Stereotypical
jain	psychologist	4	Female	North Zone	Non_Stereotypical
jain	psychologist	5	Male	South Zone	Non_Stereotypical
jain	psychologist	2	Female	South Zone	Non_Stereotypical
jain	ugly	13	Male	South Zone	Non_Stereotypical
jain	ugly	4	Female	North Zone	Non_Stereotypical
jain	ugly	2	Female	South Zone	Non_Stereotypical
jain	mechanic	13	Male	South Zone	Non_Stereotypical
jain	mechanic	4	Female	North Zone	Non_Stereotypical
jain	mechanic	2	Female	South Zone	Non_Stereotypical
jain	economist	13	Male	South Zone	Non_Stereotypical
jain	economist	4	Female	North Zone	Non_Stereotypical
jain	economist	2	Female	South Zone	Non_Stereotypical
jain	painter	12	Female	West Zone	Non_Stereotypical
jain	painter	13	Male	South Zone	Non_Stereotypical
jain	painter	2	Female	South Zone	Non_Stereotypical
jain	physician	13	Male	South Zone	Stereotypical
jain	physician	4	Female	North Zone	Non_Stereotypical
jain	physician	2	Female	South Zone	Non_Stereotypical
jain	violent	13	Male	South Zone	Non_Stereotypical
jain	violent	4	Female	North Zone	Non_Stereotypical
jain	violent	2	Female	South Zone	Non_Stereotypical
jain	weak	4	Female	North Zone	Non_Stereotypical
jain	weak	5	Male	South Zone	Non_Stereotypical
jain	weak	2	Female	South Zone	Non_Stereotypical
jain	science	13	Male	South Zone	Non_Stereotypical
jain	science	5	Male	South Zone	Non_Stereotypical
jain	science	2	Female	South Zone	Non_Stereotypical
jain	artist	13	Male	South Zone	Stereotypical
jain	artist	4	Female	North Zone	Non_Stereotypical
jain	artist	5	Male	South Zone	Non_Stereotypical
jain	illiterate	4	Female	North Zone	Non_Stereotypical
jain	illiterate	5	Male	South Zone	Non_Stereotypical
jain	illiterate	2	Female	South Zone	Non_Stereotypical
jain	boxer	4	Female	North Zone	Non_Stereotypical
jain	boxer	5	Male	South Zone	Non_Stereotypical
jain	boxer	2	Female	South Zone	Non_Stereotypical
jain	auditor	4	Female	North Zone	Non_Stereotypical
jain	auditor	5	Male	South Zone	Non_Stereotypical
jain	auditor	2	Female	South Zone	Non_Stereotypical
jain	athlete	12	Female	West Zone	Non_Stereotypical
jain	athlete	4	Female	North Zone	Non_Stereotypical
jain	athlete	5	Male	South Zone	Non_Stereotypical
jain	babysitter	12	Female	West Zone	Non_Stereotypical
jain	babysitter	4	Female	North Zone	Non_Stereotypical
jain	babysitter	2	Female	South Zone	Non_Stereotypical
jain	aggressive	12	Female	West Zone	Non_Stereotypical
jain	aggressive	4	Female	North Zone	Non_Stereotypical
jain	aggressive	5	Male	South Zone	Non_Stereotypical
jain	theologian	13	Male	South Zone	Non_Stereotypical
jain	theologian	4	Female	North Zone	Non_Stereotypical
jain	theologian	5	Male	South Zone	Non_Stereotypical
jain	writer	12	Female	West Zone	Non_Stereotypical
jain	writer	5	Male	South Zone	Non_Stereotypical
jain	writer	2	Female	South Zone	Non_Stereotypical
jain	rapist	12	Female	West Zone	Non_Stereotypical
jain	rapist	4	Female	North Zone	Non_Stereotypical
jain	rapist	2	Female	South Zone	Non_Stereotypical
jain	driver/chauffeur	12	Female	West Zone	Non_Stereotypical
jain	driver/chauffeur	4	Female	North Zone	Non_Stereotypical
jain	driver/chauffeur	5	Male	South Zone	Non_Stereotypical
jain	dance	12	Female	West Zone	Non_Stereotypical
jain	dance	4	Female	North Zone	Non_Stereotypical
jain	dance	5	Male	South Zone	Non_Stereotypical
jain	lawyer	12	Female	West Zone	Non_Stereotypical
jain	lawyer	4	Female	North Zone	Non_Stereotypical
jain	lawyer	5	Male	South Zone	Non_Stereotypical
jain	plumber	13	Male	South Zone	Non_Stereotypical
jain	plumber	4	Female	North Zone	Non_Stereotypical
jain	plumber	5	Male	South Zone	Non_Stereotypical
jain	dumb	12	Female	West Zone	Non_Stereotypical
jain	dumb	5	Male	South Zone	Non_Stereotypical
jain	dumb	2	Female	South Zone	Non_Stereotypical
jain	dancer	12	Female	West Zone	Non_Stereotypical
jain	dancer	4	Female	North Zone	Non_Stereotypical
jain	dancer	5	Male	South Zone	Non_Stereotypical
jain	farmer	12	Female	West Zone	Non_Stereotypical
jain	farmer	4	Female	North Zone	Non_Stereotypical
jain	farmer	5	Male	South Zone	Non_Stereotypical
jain	ballet dancer	12	Female	West Zone	Non_Stereotypical
jain	ballet dancer	5	Male	South Zone	Non_Stereotypical
jain	ballet dancer	2	Female	South Zone	Non_Stereotypical
jain	calm	12	Female	West Zone	Non_Stereotypical
jain	calm	5	Male	South Zone	Non_Stereotypical
jain	calm	2	Female	South Zone	Non_Stereotypical
jain	illustrator	12	Female	West Zone	Non_Stereotypical
jain	illustrator	4	Female	North Zone	Non_Stereotypical
jain	illustrator	5	Male	South Zone	Non_Stereotypical
jain	fire fighter	12	Female	West Zone	Non_Stereotypical
jain	fire fighter	4	Female	North Zone	Non_Stereotypical
jain	fire fighter	2	Female	South Zone	Non_Stereotypical
jain	pianist	12	Female	West Zone	Non_Stereotypical
jain	pianist	4	Female	North Zone	Non_Stereotypical
jain	pianist	5	Male	South Zone	Non_Stereotypical
jain	respected	12	Female	West Zone	Non_Stereotypical
jain	respected	4	Female	North Zone	Non_Stereotypical
jain	respected	5	Male	South Zone	Non_Stereotypical
jain	emotional	12	Female	West Zone	Non_Stereotypical
jain	emotional	8	Male	East Zone	Stereotypical
jain	emotional	5	Male	South Zone	Non_Stereotypical
jain	poor	12	Female	West Zone	Non_Stereotypical
jain	poor	8	Male	East Zone	Non_Stereotypical
jain	poor	5	Male	South Zone	Non_Stereotypical
jain	swimmer	12	Female	West Zone	Non_Stereotypical
jain	swimmer	8	Male	East Zone	Non_Stereotypical
jain	swimmer	5	Male	South Zone	Non_Stereotypical
jain	cleaning	12	Female	West Zone	Non_Stereotypical
jain	cleaning	8	Male	East Zone	Non_Stereotypical
jain	cleaning	5	Male	South Zone	Non_Stereotypical
jain	computer science	12	Female	West Zone	Non_Stereotypical
jain	computer science	13	Male	South Zone	Non_Stereotypical
jain	computer science	8	Male	East Zone	Non_Stereotypical
jain	technology	12	Female	West Zone	Non_Stereotypical
jain	technology	13	Male	South Zone	Non_Stereotypical
jain	technology	8	Male	East Zone	Non_Stereotypical
jain	analyst	12	Female	West Zone	Non_Stereotypical
jain	analyst	13	Male	South Zone	Non_Stereotypical
jain	analyst	8	Male	East Zone	Non_Stereotypical
jain	tasteless	12	Female	West Zone	Non_Stereotypical
jain	tasteless	4	Female	North Zone	Not sure
jain	tasteless	5	Male	South Zone	Non_Stereotypical
jain	music	12	Female	West Zone	Non_Stereotypical
jain	music	8	Male	East Zone	Non_Stereotypical
jain	music	5	Male	South Zone	Non_Stereotypical
